Packet Number (n), App Timestamp (us),Sensor Timestamp (us),1 (uV),2 (uV),3 (uV),4 (uV),5 (uV),6 (uV),7 (uV),8 (uV),9 (uV),10 (uV),11 (uV),12 (uV),13 (uV),14 (uV),15 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,659,-12,-8,-94,604,209409,,,,,,,,,,,,8,,,,,
,-497,,-502,-1305,-1847,61942,,,,,,,,,,,,1,,,,,
,596,9,-1804,-5231,-8850,-56424,,,,,,,,,,,,2,,,,,
,-328,-27,-402,-1314,-2688,-128466,,,,,,,,,,,,,,,,,
,-163,-25,20,55,-32,-110840,,,,,,,,,,,,5,,,,,
,-137,44,443,1148,2692,-204469,,,,,,,,,,,,,,,,,
,519,-20,1761,5183,8741,-128421,,,,,,,,,,,,9,,,,,
,-450,-35,431,1415,1807,151574,,,,,,,,,,,,-4,,,,,
,112,35,36,55,-447,293779,,,,,,,,,,,,-16,,,,,
,-325,,-415,-1165,-2079,308480,,,,,,,,,,,,-5,,,,,
,545,3,-1816,-5345,-7898,-8342,,,,,,,,,,,,8,,,,,
,-808,-2,-475,-1436,-1957,-340191,,,,,,,,,,,,5,,,,,
,1837,-35,-25,9,-384,-277832,,,,,,,,,,,,-3,,,,,
,-1807,-21,496,1348,1739,-126733,,,,,,,,,,,,-7,,,,,
,500,1,1823,5281,8367,120467,,,,,,,,,,,,7,,,,,
,-114,1,431,1298,2737,209340,,,,,,,,,,,,8,,,,,
,843,-13,-47,-101,222,85851,,,,,,,,,,,,-13,,,,,
,-846,-2,-469,-1267,-2482,123610,,,,,,,,,,,,8,,,,,
,19,4,-1755,-4811,-8173,86417,,,,,,,,,,,,-2,,,,,
,-85,10,-414,-1737,-3207,-99430,,,,,,,,,,,,2,,,,,
,1740,-10,-13,50,819,-214456,,,,,,,,,,,,-3,,,,,
,-1890,,406,1170,2438,-332379,,,,,,,,,,,,2,,,,,
,337,-10,1790,5253,8152,-57586,,,,,,,,,,,,-2,,,,,
,-452,10,480,1472,1781,271788,,,,,,,,,,,,-2,,,,,
,2394,-1,41,104,-84,333747,,,,,,,,,,,,5,,,,,
,-2132,-24,-481,-1366,-1561,212656,,,,,,,,,,,,1,,,,,
,-20,-5,-1837,-5322,-8121,-138954,,,,,,,,,,,,-3,,,,,
,-301,13,-446,-1353,-2585,-275121,,,,,,,,,,,,-9,,,,,
,696,-15,25,55,-429,-155337,,,,,,,,,,,,6,,,,,
,69,1,481,1335,2002,-83390,,,,,,,,,,,,-7,,,,,
,472,10,1783,5144,8997,30482,,,,,,,,,,,,4,,,,,
,-763,-30,421,1324,2543,79338,,,,,,,,,,,,1,,,,,
,-161,-2,-22,20,-295,149862,,,,,,,,,,,,,,,,,
,-127,22,-435,-1213,-2510,259666,,,,,,,,,,,,15,,,,,
,354,-20,-1745,-5123,-8565,104915,,,,,,,,,,,,-8,,,,,
,-349,-13,-457,-1498,-1796,-182035,,,,,,,,,,,,-8,,,,,
,-121,3,-26,-60,386,-346122,,,,,,,,,,,,-4,,,,,
,-139,-1,438,1254,1795,-271843,,,,,,,,,,,,,,,,,
,334,12,1825,5280,8058,70711,,,,,,,,,,,,9,,,,,
,-56,-1,485,1514,2075,322894,,,,,,,,,,,,,,,,,
,504,-31,-22,-117,484,250390,,,,,,,,,,,,-2,,,,,
,-182,9,-486,-1332,-1694,72768,,,,,,,,,,,,12,,,,,
,508,-9,-1814,-5421,-9163,-97725,,,,,,,,,,,,-8,,,,,
,-839,,-422,-705,-1488,-144804,,,,,,,,,,,,8,,,,,
,-94,1,31,-497,-1268,-90635,,,,,,,,,,,,-12,,,,,
,792,,442,1305,2837,-169635,,,,,,,,,,,,-7,,,,,
,-282,-11,1746,5193,8976,-105130,,,,,,,,,,,,4,,,,,
,-641,,452,1423,1897,130424,,,,,,,,,,,,1,,,,,
,263,10,15,29,-454,277301,,,,,,,,,,,,-1,,,,,
,304,-10,-429,-1150,-2217,310653,,,,,,,,,,,,3,,,,,
,-72,,-1800,-5320,-8005,28247,,,,,,,,,,,,2,,,,,
,306,-1,-466,-1469,-1831,-326187,,,,,,,,,,,,-3,,,,,
,-677,-30,-20,32,-243,-305618,,,,,,,,,,,,12,,,,,
,301,10,471,1261,1632,-139405,,,,,,,,,,,,-12,,,,,
,-3,-11,1830,5335,8299,129957,,,,,,,,,,,,-16,,,,,
,1035,2,438,1346,2651,252636,,,,,,,,,,,,14,,,,,
,-1142,,-33,-83,457,105526,,,,,,,,,,,,1,,,,,
,-46,-1,-473,-1254,-2330,104622,,,,,,,,,,,,9,,,,,
,130,-21,-1767,-5190,-8906,36143,,,,,,,,,,,,4,,,,,
,380,1,-403,-1273,-2447,-94144,,,,,,,,,,,,-6,,,,,
,-653,,,-83,380,-172342,,,,,,,,,,,,,,,,,
,517,-11,411,1152,2624,-308067,,,,,,,,,,,,4,,,,,
,1,11,1776,5266,8272,-82878,,,,,,,,,,,,-8,,,,,
,-610,,468,1403,1666,252932,,,,,,,,,,,,-10,,,,,
,752,,56,132,-149,332418,,,,,,,,,,,,15,,,,,
,-35,-11,-478,-1321,-1664,247180,,,,,,,,,,,,-1,,,,,
,-712,1,-1848,-5341,-8002,-119876,,,,,,,,,,,,-17,,,,,
,937,-2,-453,-1393,-2517,-306756,,,,,,,,,,,,5,,,,,
,-654,-17,18,-105,-750,-192997,,,,,,,,,,,,20,,,,,
,665,18,475,1913,2998,-61674,,,,,,,,,,,,-5,,,,,
,-941,-20,1815,4584,7741,67683,,,,,,,,,,,,-10,,,,,
,4692,-10,405,1486,3036,98706,,,,,,,,,,,,1,,,,,
,-3748,14,-9,39,-170,117900,,,,,,,,,,,,5,,,,,
,-513,-15,-444,-1246,-2555,233619,,,,,,,,,,,,-10,,,,,
,238,1,-1757,-5111,-8658,100287,,,,,,,,,,,,4,,,,,
,-399,9,-436,-1441,-1890,-147780,,,,,,,,,,,,-5,,,,,
,113,-8,-37,-85,507,-322507,,,,,,,,,,,,19,,,,,
,883,-2,440,1259,1927,-304293,,,,,,,,,,,,,,,,,
,1372,-19,1818,5268,8060,45345,,,,,,,,,,,,-11,,,,,
,-2985,-1,471,1500,1932,317541,,,,,,,,,,,,10,,,,,
,352,-14,11,-63,348,283300,,,,,,,,,,,,4,,,,,
,124,15,-501,-1376,-1558,97802,,,,,,,,,,,,-11,,,,,
,2788,-1,-1827,-5218,-8640,-120138,,,,,,,,,,,,-3,,,,,
,-3075,-10,-428,-1321,-2688,-177207,,,,,,,,,,,,1,,,,,
,213,,42,93,-258,-111108,,,,,,,,,,,,-5,,,,,
,428,,479,1191,2438,-130224,,,,,,,,,,,,5,,,,,
,667,1,1731,5120,9012,-84878,,,,,,,,,,,,9,,,,,
,-1420,-2,429,1415,2040,92057,,,,,,,,,,,,-9,,,,,
,132,-30,26,21,-454,244610,,,,,,,,,,,,,,,,,
,1226,11,-408,-1121,-2306,305017,,,,,,,,,,,,-7,,,,,
,-825,-11,-1802,-5275,-8154,64124,,,,,,,,,,,,-3,,,,,
,-266,1,-480,-1503,-1717,-297155,,,,,,,,,,,,-1,,,,,
,692,11,-23,3,-99,-338942,,,,,,,,,,,,7,,,,,
,-215,-13,471,1203,1536,-178300,,,,,,,,,,,,9,,,,,
,-576,-19,1824,5299,8042,102752,,,,,,,,,,,,-9,,,,,
,288,21,458,1854,3442,306310,,,,,,,,,,,,2,,,,,
,-558,-1,-35,-668,-501,130771,,,,,,,,,,,,-7,,,,,
,1431,-31,-486,-1071,-1817,71279,,,,,,,,,,,,5,,,,,
,-1024,13,-1776,-5231,-8922,6824,,,,,,,,,,,,-6,,,,,
,-208,-12,-407,-1260,-2532,-99122,,,,,,,,,,,,1,,,,,
,2,10,9,-12,278,-141037,,,,,,,,,,,,11,,,,,
,36,2,422,1101,2611,-280895,,,,,,,,,,,,5,,,,,
,-355,-12,1758,5266,8448,-114310,,,,,,,,,,,,-2,,,,,
,866,-22,462,1421,1741,218625,,,,,,,,,,,,-2,,,,,
,-433,21,44,144,-258,324580,,,,,,,,,,,,,,,,,
,221,-1,-442,-1300,-1848,280873,,,,,,,,,,,,3,,,,,
,332,-30,-1829,-5381,-7930,-86392,,,,,,,,,,,,-10,,,,,
,2223,13,-476,-1356,-2259,-332662,,,,,,,,,,,,5,,,,,
,-2482,-2,26,15,-446,-212500,,,,,,,,,,,,9,,,,,
,1797,-11,480,1357,1790,-94823,,,,,,,,,,,,6,,,,,
,-2244,15,1804,5214,8720,93933,,,,,,,,,,,,,,,,,
,802,-14,420,1292,2713,131953,,,,,,,,,,,,-18,,,,,
,-261,-11,-37,-8,16,92784,,,,,,,,,,,,-3,,,,,
,190,-12,-447,-1236,-2516,202934,,,,,,,,,,,,5,,,,,
,-988,-4,-1753,-5118,-8815,93204,,,,,,,,,,,,6,,,,,
,2802,17,-416,-1409,-2025,-118490,,,,,,,,,,,,-8,,,,,
,-2370,10,-51,-115,579,-288564,,,,,,,,,,,,-3,,,,,
,-111,-12,415,1247,2131,-325691,,,,,,,,,,,,3,,,,,
,318,13,1807,5222,7983,11699,,,,,,,,,,,,-2,,,,,
,295,-30,480,1314,1456,293919,,,,,,,,,,,,7,,,,,
,-193,-10,17,653,1452,324209,,,,,,,,,,,,-6,,,,,
,13,27,-485,-2011,-2699,138949,,,,,,,,,,,,-2,,,,,
,-346,-28,-1814,-5044,-8122,-145598,,,,,,,,,,,,11,,,,,
,1399,10,-426,-1357,-2648,-208651,,,,,,,,,,,,-6,,,,,
,-932,1,29,105,-335,-122216,,,,,,,,,,,,-6,,,,,
,-278,-1,459,1244,2276,-105703,,,,,,,,,,,,6,,,,,
,292,-10,1774,5109,9065,-48140,,,,,,,,,,,,3,,,,,
,548,-17,423,1420,2239,75145,,,,,,,,,,,,-2,,,,,
,-906,17,-1,8,-431,214545,,,,,,,,,,,,,,,,,
,5049,-39,-422,-1170,-2413,294469,,,,,,,,,,,,-5,,,,,
,-3679,39,-1768,-5220,-8330,87863,,,,,,,,,,,,7,,,,,
,-1649,-25,-469,-1515,-1691,-259835,,,,,,,,,,,,-1,,,,,
,288,-24,-47,-1,95,-353962,,,,,,,,,,,,3,,,,,
,-453,15,446,1246,1668,-205574,,,,,,,,,,,,-2,,,,,
,1096,-2,1848,5340,8139,108964,,,,,,,,,,,,-12,,,,,
,-1011,-10,470,1418,2324,306448,,,,,,,,,,,,9,,,,,
,606,-3,-38,-131,550,172334,,,,,,,,,,,,1,,,,,
,-111,-18,-494,-1252,-1975,63227,,,,,,,,,,,,2,,,,,
,-431,23,-1795,-5251,-8911,-24140,,,,,,,,,,,,3,,,,,
,-75,-1,-402,-1276,-2592,-113378,,,,,,,,,,,,-9,,,,,
,1319,-22,22,29,117,-120595,,,,,,,,,,,,1,,,,,
,-1062,-13,422,1145,2721,-237349,,,,,,,,,,,,10,,,,,
,-246,12,1769,5248,8615,-117826,,,,,,,,,,,,-7,,,,,
,320,-11,455,1375,1694,193037,,,,,,,,,,,,4,,,,,
,813,11,40,75,-425,313324,,,,,,,,,,,,3,,,,,
,-1097,-11,-430,-1307,-2126,286626,,,,,,,,,,,,-7,,,,,
,403,,-1820,-4909,-6966,-23046,,,,,,,,,,,,8,,,,,
,-71,4,-481,-1942,-3161,-345707,,,,,,,,,,,,-14,,,,,
,1952,-1,5,192,-99,-248697,,,,,,,,,,,,-9,,,,,
,-2216,-20,483,1352,1748,-104238,,,,,,,,,,,,8,,,,,
,973,,1805,5268,8588,118935,,,,,,,,,,,,4,,,,,
,-501,-9,427,1280,2731,174266,,,,,,,,,,,,9,,,,,
,-385,-2,-14,-30,150,82827,,,,,,,,,,,,-9,,,,,
,75,16,-467,-1242,-2431,169651,,,,,,,,,,,,-2,,,,,
,41,-19,-1760,-5157,-8893,78786,,,,,,,,,,,,7,,,,,
,339,-12,-444,-1320,-2168,-103421,,,,,,,,,,,,2,,,,,
,-402,1,-9,-125,561,-247167,,,,,,,,,,,,1,,,,,
,99,-6,419,1207,2248,-330460,,,,,,,,,,,,-5,,,,,
,135,-1,1811,5253,8099,-17626,,,,,,,,,,,,1,,,,,
,-224,,475,1495,1794,294482,,,,,,,,,,,,8,,,,,
,2195,,15,44,55,325500,,,,,,,,,,,,-4,,,,,
,-2349,-8,-478,-1380,-1494,172667,,,,,,,,,,,,,,,,,
,571,10,-1828,-5254,-8275,-145941,,,,,,,,,,,,-1,,,,,
,-387,-1,-445,-1373,-2648,-241511,,,,,,,,,,,,-14,,,,,
,-403,-1,40,46,-427,-137135,,,,,,,,,,,,3,,,,,
,482,-1,467,1292,2124,-91884,,,,,,,,,,,,9,,,,,
,-386,-17,1778,5164,9103,-7223,,,,,,,,,,,,-1,,,,,
,-149,,414,1358,2396,71776,,,,,,,,,,,,3,,,,,
,387,10,-11,8,-403,180656,,,,,,,,,,,,-14,,,,,
,124,-26,-413,-1215,-2501,277084,,,,,,,,,,,,-6,,,,,
,-145,28,-1773,-5385,-8847,90273,,,,,,,,,,,,11,,,,,
,-162,-36,-459,-845,-523,-216028,,,,,,,,,,,,9,,,,,
,-135,-1,-41,-566,-780,-339584,,,,,,,,,,,,-2,,,,,
,1755,17,441,1353,1944,-251546,,,,,,,,,,,,2,,,,,
,-1867,-37,1834,5321,8102,88680,,,,,,,,,,,,-6,,,,,
,82,3,463,1460,2198,315445,,,,,,,,,,,,1,,,,,
,570,10,-7,-93,594,213293,,,,,,,,,,,,,,,,,
,-20,-6,-505,-1313,-1847,62630,,,,,,,,,,,,-4,,,,,
,-298,2,-1804,-5215,-8868,-59640,,,,,,,,,,,,5,,,,,
,-481,-7,-408,-1313,-2670,-131306,,,,,,,,,,,,14,,,,,
,462,2,31,84,7,-108776,,,,,,,,,,,,-9,,,,,
,84,-1,441,1114,2649,-196975,,,,,,,,,,,,4,,,,,
,-197,-29,1763,5154,8729,-123110,,,,,,,,,,,,,,,,,
,-131,-5,440,1458,1866,153425,,,,,,,,,,,,-1,,,,,
,442,2,22,78,-421,295878,,,,,,,,,,,,2,,,,,
,197,19,-422,-1216,-2134,308587,,,,,,,,,,,,-3,,,,,
,-391,-19,-1810,-5310,-7893,-2904,,,,,,,,,,,,-10,,,,,
,-35,-10,-482,-1447,-1981,-339319,,,,,,,,,,,,-2,,,,,
,-161,11,-4,12,-347,-283292,,,,,,,,,,,,5,,,,,
,-199,-1,502,1301,1663,-131938,,,,,,,,,,,,10,,,,,
,811,2,1827,5315,8427,115630,,,,,,,,,,,,4,,,,,
,-644,-12,423,1307,2741,211099,,,,,,,,,,,,-7,,,,,
,129,-3,-41,-54,324,86447,,,,,,,,,,,,-12,,,,,
,158,4,-479,-1246,-2421,133058,,,,,,,,,,,,3,,,,,
,269,-3,-1761,-5172,-8936,60381,,,,,,,,,,,,-3,,,,,
,238,-13,-406,-1293,-2329,-93587,,,,,,,,,,,,2,,,,,
,145,5,2,-273,213,-221617,,,,,,,,,,,,8,,,,,
,-549,-12,400,1751,3559,-312121,,,,,,,,,,,,1,,,,,
,168,,1774,4647,7004,-64722,,,,,,,,,,,,-8,,,,,
,203,1,470,1634,2081,260877,,,,,,,,,,,,1,,,,,
,-85,-19,43,112,-49,330842,,,,,,,,,,,,2,,,,,
,-251,22,-463,-1353,-1538,218488,,,,,,,,,,,,4,,,,,
,-15,-21,-1838,-5307,-8131,-136052,,,,,,,,,,,,-6,,,,,
,-410,,-452,-1345,-2551,-280685,,,,,,,,,,,,-7,,,,,
,198,1,30,41,-473,-159873,,,,,,,,,,,,13,,,,,
,-96,17,477,1328,2009,-86750,,,,,,,,,,,,4,,,,,
,1487,1,1803,5143,8990,30274,,,,,,,,,,,,-2,,,,,
,-1392,-12,413,1348,2569,77353,,,,,,,,,,,,-2,,,,,
,-196,-17,-34,-5,-322,141178,,,,,,,,,,,,4,,,,,
,246,-1,-422,-1227,-2504,256602,,,,,,,,,,,,1,,,,,
,-58,-1,-1755,-5124,-8614,105146,,,,,,,,,,,,-2,,,,,
,-241,1,-455,-1443,-1733,-177248,,,,,,,,,,,,-11,,,,,
,677,-2,-36,-91,361,-343740,,,,,,,,,,,,-4,,,,,
,-575,2,432,1259,1825,-271321,,,,,,,,,,,,-5,,,,,
,612,-1,1820,5270,8058,89333,,,,,,,,,,,,5,,,,,
,-470,,479,1496,2024,341322,,,,,,,,,,,,12,,,,,
,569,-1,8,-66,485,259323,,,,,,,,,,,,-1,,,,,
,228,,-496,-1342,-1691,69976,,,,,,,,,,,,2,,,,,
,-1024,-33,-1827,-5223,-8717,-97238,,,,,,,,,,,,-4,,,,,
,-345,,-421,-1347,-2711,-146690,,,,,,,,,,,,-3,,,,,
,340,,45,111,-171,-95424,,,,,,,,,,,,1,,,,,
,587,-10,444,1112,2510,-142721,,,,,,,,,,,,-6,,,,,
,-173,1,1758,5099,8815,-97533,,,,,,,,,,,,4,,,,,
,-288,,443,1831,2728,166568,,,,,,,,,,,,2,,,,,
,506,9,26,-438,-1390,276472,,,,,,,,,,,,-6,,,,,
,279,7,-435,-1009,-1946,298444,,,,,,,,,,,,3,,,,,
,-624,-34,-1805,-5311,-8036,14226,,,,,,,,,,,,,,,,,
,580,18,-471,-1453,-1759,-330119,,,,,,,,,,,,-7,,,,,
,-357,-19,-13,28,-248,-300350,,,,,,,,,,,,,,,,,
,-311,-3,451,1258,1614,-126765,,,,,,,,,,,,2,,,,,
,71,,1832,5342,8337,145760,,,,,,,,,,,,1,,,,,
,-111,4,463,1330,2603,261001,,,,,,,,,,,,8,,,,,
,139,-1,-45,-68,450,106276,,,,,,,,,,,,1,,,,,
,-204,-3,-476,-1242,-2302,97366,,,,,,,,,,,,2,,,,,
,80,4,-1759,-5202,-8882,28095,,,,,,,,,,,,-1,,,,,
,977,-4,-407,-1292,-2459,-101141,,,,,,,,,,,,1,,,,,
,-1299,-9,-10,-53,426,-170560,,,,,,,,,,,,-2,,,,,
,1174,-1,413,1133,2558,-292952,,,,,,,,,,,,-3,,,,,
,-1112,-18,1773,5251,8246,-63368,,,,,,,,,,,,-3,,,,,
,416,1,472,1418,1740,266033,,,,,,,,,,,,7,,,,,
,615,4,32,129,-187,331494,,,,,,,,,,,,,,,,,
,3464,-3,-467,-1323,-1699,237274,,,,,,,,,,,,-13,,,,,
,-3772,-5,-1817,-5330,-7986,-133133,,,,,,,,,,,,5,,,,,
,-497,-8,-462,-1361,-2448,-312353,,,,,,,,,,,,8,,,,,
,402,11,23,22,-452,-175502,,,,,,,,,,,,,,,,,
,-242,-13,485,1376,1905,-73024,,,,,,,,,,,,1,,,,,
,412,15,1786,5172,8847,82751,,,,,,,,,,,,-14,,,,,
,-669,-32,425,1058,2266,103518,,,,,,,,,,,,8,,,,,
,33,-14,-10,680,1061,128444,,,,,,,,,,,,10,,,,,
,291,1,-461,-1855,-3703,237268,,,,,,,,,,,,-6,,,,,
,166,10,-1770,-4966,-8425,67581,,,,,,,,,,,,4,,,,,
,1715,-18,-437,-1394,-1816,-162716,,,,,,,,,,,,-4,,,,,
,-1943,21,-15,-103,517,-318072,,,,,,,,,,,,-2,,,,,
,802,-3,425,1263,1940,-285911,,,,,,,,,,,,-5,,,,,
,-1183,-10,1822,5234,8035,67543,,,,,,,,,,,,2,,,,,
,,-17,473,1541,1947,328602,,,,,,,,,,,,-4,,,,,
,-40,1,-2,-58,348,281286,,,,,,,,,,,,12,,,,,
,427,-1,-478,-1365,-1545,85464,,,,,,,,,,,,1,,,,,
,-174,-12,-1828,-5234,-8614,-135444,,,,,,,,,,,,-8,,,,,
,421,-1,-425,-1361,-2711,-182539,,,,,,,,,,,,-5,,,,,
,245,11,45,127,-299,-108831,,,,,,,,,,,,-4,,,,,
,-722,4,446,1205,2446,-119146,,,,,,,,,,,,5,,,,,
,707,,1760,5122,9044,-66242,,,,,,,,,,,,11,,,,,
,-628,-13,424,1408,2056,105587,,,,,,,,,,,,5,,,,,
,279,-24,26,26,-466,248007,,,,,,,,,,,,-8,,,,,
,393,26,-416,-1143,-2320,292538,,,,,,,,,,,,2,,,,,
,-573,-2,-1795,-5303,-8205,37974,,,,,,,,,,,,1,,,,,
,22,-33,-472,-1455,-1669,-307233,,,,,,,,,,,,-10,,,,,
,-148,-4,-23,12,-116,-329891,,,,,,,,,,,,7,,,,,
,251,16,457,1234,1624,-155067,,,,,,,,,,,,4,,,,,
,155,-12,1826,5367,8243,137667,,,,,,,,,,,,-4,,,,,
,-515,12,443,1387,2490,291240,,,,,,,,,,,,-8,,,,,
,359,-27,-10,-142,510,131103,,,,,,,,,,,,8,,,,,
,104,-4,-490,-1380,-2447,53389,,,,,,,,,,,,-1,,,,,
,167,19,-1788,-4698,-7878,15761,,,,,,,,,,,,-10,,,,,
,-446,-19,-405,-1846,-3650,-113099,,,,,,,,,,,,4,,,,,
,-108,-9,8,137,602,-149161,,,,,,,,,,,,-10,,,,,
,203,9,434,1132,2691,-264925,,,,,,,,,,,,9,,,,,
,-130,,1757,5272,8437,-88020,,,,,,,,,,,,10,,,,,
,-94,-3,463,1432,1730,237370,,,,,,,,,,,,-7,,,,,
,2695,-8,45,106,-303,323301,,,,,,,,,,,,7,,,,,
,-2879,11,-440,-1267,-1802,261954,,,,,,,,,,,,-7,,,,,
,627,-12,-1835,-5369,-7933,-106413,,,,,,,,,,,,,,,,,
,-320,1,-474,-1356,-2280,-340229,,,,,,,,,,,,,,,,,
,-79,-22,9,-12,-477,-206522,,,,,,,,,,,,7,,,,,
,218,-10,493,1349,1812,-81110,,,,,,,,,,,,,,,,,
,-380,17,1816,5230,8713,112396,,,,,,,,,,,,6,,,,,
,459,-16,406,1290,2778,142658,,,,,,,,,,,,-6,,,,,
,-181,,-34,18,17,92425,,,,,,,,,,,,5,,,,,
,-417,13,-446,-1260,-2551,192997,,,,,,,,,,,,-9,,,,,
,-268,-4,-1738,-5128,-8814,75108,,,,,,,,,,,,-5,,,,,
,502,-31,-424,-1410,-2040,-132683,,,,,,,,,,,,7,,,,,
,181,,-39,-96,583,-287677,,,,,,,,,,,,-1,,,,,
,722,22,412,1255,2126,-311778,,,,,,,,,,,,-4,,,,,
,-301,-17,1795,5242,8039,29524,,,,,,,,,,,,8,,,,,
,-624,-13,486,1501,1845,314867,,,,,,,,,,,,-10,,,,,
,416,,19,-3,204,306064,,,,,,,,,,,,1,,,,,
,543,34,-493,-1392,-1537,118997,,,,,,,,,,,,-12,,,,,
,-212,-21,-1813,-5407,-8800,-164169,,,,,,,,,,,,3,,,,,
,-548,-57,-433,-808,-1605,-214753,,,,,,,,,,,,7,,,,,
,19,44,31,-379,-1254,-99994,,,,,,,,,,,,9,,,,,
,-381,-10,478,1324,2436,-106671,,,,,,,,,,,,-4,,,,,
,1506,10,1764,5152,9126,-35082,,,,,,,,,,,,-2,,,,,
,-1632,-15,402,1384,2220,81559,,,,,,,,,,,,7,,,,,
,340,1,3,14,-431,213055,,,,,,,,,,,,-12,,,,,
,2117,-3,-408,-1147,-2380,289949,,,,,,,,,,,,-2,,,,,
,-1773,-3,-1776,-5248,-8381,77374,,,,,,,,,,,,8,,,,,
,-67,1,-476,-1481,-1642,-262416,,,,,,,,,,,,-10,,,,,
,-155,-35,-49,12,111,-351872,,,,,,,,,,,,5,,,,,
,-368,-19,471,1239,1652,-201310,,,,,,,,,,,,-3,,,,,
,1292,21,1832,5343,8115,114541,,,,,,,,,,,,10,,,,,
,-1528,-21,452,1405,2286,307438,,,,,,,,,,,,9,,,,,
,4197,-1,-21,-117,579,171354,,,,,,,,,,,,-9,,,,,
,-2933,1,-479,-1272,-1953,54484,,,,,,,,,,,,-3,,,,,
,-1109,-13,-1785,-5219,-8876,-36044,,,,,,,,,,,,-9,,,,,
,-144,1,-401,-1289,-2632,-119057,,,,,,,,,,,,9,,,,,
,606,14,12,22,87,-120272,,,,,,,,,,,,5,,,,,
,1475,-3,420,1139,2732,-229173,,,,,,,,,,,,1,,,,,
,-2271,-10,1768,5198,8610,-107537,,,,,,,,,,,,-6,,,,,
,4350,-23,443,1411,1718,198723,,,,,,,,,,,,5,,,,,
,-3697,23,42,116,-353,311604,,,,,,,,,,,,-5,,,,,
,-461,-19,-437,-1261,-2005,285885,,,,,,,,,,,,-7,,,,,
,-236,-11,-1833,-5338,-7877,-62053,,,,,,,,,,,,3,,,,,
,1361,12,-470,-1398,-2104,-348272,,,,,,,,,,,,6,,,,,
,-1217,-2,-3,-202,-824,-255038,,,,,,,,,,,,-5,,,,,
,154,-12,484,1949,2960,-84077,,,,,,,,,,,,2,,,,,
,352,-7,1825,4656,7346,127630,,,,,,,,,,,,11,,,,,
,-499,-12,435,1493,3110,173450,,,,,,,,,,,,-2,,,,,
,68,17,-20,-20,183,82285,,,,,,,,,,,,4,,,,,
,347,3,-473,-1254,-2466,162055,,,,,,,,,,,,3,,,,,
,544,-21,-1782,-5158,-8867,68084,,,,,,,,,,,,-2,,,,,
,-619,1,-401,-1346,-2184,-109194,,,,,,,,,,,,-19,,,,,
,-184,-11,-10,-92,585,-246260,,,,,,,,,,,,11,,,,,
,385,,400,1212,2281,-326403,,,,,,,,,,,,,,,,,
,-430,13,1785,5230,8085,-11685,,,,,,,,,,,,-3,,,,,
,148,-12,487,1504,1808,299674,,,,,,,,,,,,-2,,,,,
,45,,18,33,2,325455,,,,,,,,,,,,3,,,,,
,691,-19,-462,-1371,-1469,168542,,,,,,,,,,,,,,,,,
,1118,-2,-1835,-5282,-8280,-153376,,,,,,,,,,,,2,,,,,
,-2062,-1,-440,-1354,-2665,-248965,,,,,,,,,,,,3,,,,,
,581,-12,36,96,-345,-136398,,,,,,,,,,,,-6,,,,,
,-417,14,485,1302,2113,-82267,,,,,,,,,,,,-5,,,,,
,-142,-1,1775,5096,9002,2295,,,,,,,,,,,,-2,,,,,
,424,-10,406,1380,2461,74651,,,,,,,,,,,,5,,,,,
,153,,-21,9,-396,178688,,,,,,,,,,,,3,,,,,
,-426,,-417,-1168,-2476,273264,,,,,,,,,,,,13,,,,,
,2408,-20,-1770,-5205,-8522,90175,,,,,,,,,,,,-5,,,,,
,-2285,20,-462,-1483,-1678,-223805,,,,,,,,,,,,-3,,,,,
,-86,-31,-37,-32,270,-355033,,,,,,,,,,,,-3,,,,,
,614,11,462,1212,1677,-237955,,,,,,,,,,,,1,,,,,
,-852,5,1830,5200,7827,80569,,,,,,,,,,,,10,,,,,
,459,-23,470,1989,3174,342504,,,,,,,,,,,,-7,,,,,
,396,15,-19,-660,-494,209385,,,,,,,,,,,,-5,,,,,
,1098,3,-498,-1131,-1484,49913,,,,,,,,,,,,1,,,,,
,-2109,17,-1793,-5235,-8875,-69222,,,,,,,,,,,,1,,,,,
,367,-29,-408,-1256,-2574,-139014,,,,,,,,,,,,2,,,,,
,273,3,29,67,-17,-102010,,,,,,,,,,,,-3,,,,,
,-289,-21,409,1077,2551,-192906,,,,,,,,,,,,-3,,,,,
,115,-3,1758,5228,8851,-113239,,,,,,,,,,,,-3,,,,,
,67,2,458,1383,1799,159801,,,,,,,,,,,,-2,,,,,
,86,-11,45,74,-450,293615,,,,,,,,,,,,1,,,,,
,15,9,-446,-1158,-2099,298010,,,,,,,,,,,,4,,,,,
,-392,-10,-1819,-5347,-7934,-18636,,,,,,,,,,,,8,,,,,
,632,2,-480,-1463,-1987,-345211,,,,,,,,,,,,-2,,,,,
,-304,-1,-3,31,-321,-272423,,,,,,,,,,,,1,,,,,
,-122,1,488,1303,1696,-110296,,,,,,,,,,,,-6,,,,,
,-115,-33,1818,5330,8419,139524,,,,,,,,,,,,,,,,,
,-83,,433,1305,2741,225083,,,,,,,,,,,,8,,,,,
,57,2,-36,-79,312,88561,,,,,,,,,,,,-4,,,,,
,126,-1,-460,-1247,-2438,125513,,,,,,,,,,,,1,,,,,
,-188,10,-1761,-5175,-8909,46114,,,,,,,,,,,,-14,,,,,
